"Category","Sub Category","Item","Done","Subtask","Subtask Done","Subtask Hidden","ASVS","Description","Tools","Links","Applicability","Sources","Tags","Priority","Hidden","Subcategory Notes"
"Session Management (v3)","Advanced session risks","Session puzzling / overloading","FALSE","","FALSE","FALSE","ASVS v5 V7 (session state) and V2/V3 (logic/frontend) where relevant","Detect session variable overloading and flows that let an attacker set session context before authentication to bypass checks or escalate privileges.","Burp (Proxy/Repeater); code review (if available).","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/08-Testing_for_Session_Puzzling","Applicable to stateful apps with complex session context.","WSTG-SESS-08","session logic wstg","2","FALSE",""
"Session Management (v3)","Advanced session risks","Session puzzling / overloading","FALSE","","FALSE","FALSE","ASVS v5 V7 (session state) and V2/V3 (logic/frontend) where relevant","Detect session variable overloading and flows that let an attacker set session context before authentication to bypass checks or escalate privileges.","Burp (Proxy/Repeater); code review (if available).","https://owasp.org/www-project-web-security-testing-guide/latest/4-Web_Application_Security_Testing/06-Session_Management_Testing/08-Testing_for_Session_Puzzling","Applicable to stateful apps with complex session context.","WSTG-SESS-08","session logic wstg","2","FALSE",""
"Session Management (v3)","Advanced session risks","Session hijacking prevention (mixed content, HSTS, cookie scope)","FALSE","","FALSE","FALSE","ASVS v5 V3 (frontend TLS/HSTS) & V7 (session)","Verify full HTTPS with HSTS (ideally includeSubDomains), no mixed content, and conservative cookie Domain/Path to limit theft across subdomains.","Browser DevTools (Security tab); Burp;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/09-Testing_for_Session_Hijacking;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies","Applicable to any browser-delivered session.","WSTG-SESS-09; MDN Cookie Security","session hsts cookies wstg","2","FALSE",""
"Session Management (v3)","Advanced session risks","Session hijacking prevention (mixed content, HSTS, cookie scope)","FALSE","","FALSE","FALSE","ASVS v5 V3 (frontend TLS/HSTS) & V7 (session)","Verify full HTTPS with HSTS (ideally includeSubDomains), no mixed content, and conservative cookie Domain/Path to limit theft across subdomains.","Browser DevTools (Security tab); Burp;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/09-Testing_for_Session_Hijacking;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies","Applicable to any browser-delivered session.","WSTG-SESS-09; MDN Cookie Security","session hsts cookies wstg","2","FALSE",""
"Session Management (v3)","Advanced session risks","Session hijacking prevention (mixed content, HSTS, cookie scope)","FALSE","","FALSE","FALSE","ASVS v5 V3 (frontend TLS/HSTS) & V7 (session)","Verify full HTTPS with HSTS (ideally includeSubDomains), no mixed content, and conservative cookie Domain/Path to limit theft across subdomains.","Browser DevTools (Security tab); Burp;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/06-Session_Management_Testing/09-Testing_for_Session_Hijacking;https://developer.mozilla.org/en-US/docs/Web/Security/Practical_implementation_guides/Cookies","Applicable to any browser-delivered session.","WSTG-SESS-09; MDN Cookie Security","session hsts cookies wstg","2","FALSE",""
"Access Control (v4)","General Access Control","Ensure access controls are enforced server-side (horizontal and vertical)","FALSE","Todo: Subtask","FALSE","FALSE","4.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","General Access Control","User attributes used by access controls (e.g. your role) should not be able to be manipulated by end users","FALSE","Todo: Subtask","FALSE","FALSE","4.1.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","General Access Control","Principle of least privilege - users should only be able to access functionality they need to","FALSE","Todo: Subtask","FALSE","FALSE","4.1.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","General Access Control","Principle of deny by default - users should not be able to access services unless granted","FALSE","Todo: Subtask","FALSE","FALSE","4.1.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","General Access Control","Access control should fail securely when errors occur","FALSE","Todo: Subtask","FALSE","FALSE","4.1.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","Account Enumeration","Account Enumeration (password reset, login etc)","FALSE","Todo: Subtask","FALSE","FALSE","-","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","Operation Level Access Control","IDOR","FALSE","Todo: Subtask","FALSE","FALSE","4.2.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","Operation Level Access Control","Anti CSRF protection present","FALSE","Todo: Subtask","FALSE","FALSE","4.2.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","Other Access Control","Multi-factor authentication present for admin interfaces","FALSE","Todo: Subtask","FALSE","FALSE","4.3.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","Other Access Control","Directory listing should be disabled. .git, .svn, thumbs.db should also not be exposed","FALSE","Todo: Subtask","FALSE","FALSE","4.3.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Access Control (v4)","Other Access Control","Verify the app has additional authorization/segregation for higher value systems to enforce anti-fraud controls","FALSE","Todo: Subtask","FALSE","FALSE","4.3.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Input Validation","HTTP Parameter Pollution","FALSE","Todo: Subtask","FALSE","FALSE","5.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Input Validation","Mass Assignment","FALSE","Todo: Subtask","FALSE","FALSE","5.1.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Input Validation","Input Validation (whitelisting)","FALSE","Todo: Subtask","FALSE","FALSE","5.1.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Input Validation","Input Validation (input is strongly typed. e.g. telephone numbers)","FALSE","Todo: Subtask","FALSE","FALSE","5.1.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Input Validation","Open Redirect","FALSE","Todo: Subtask","FALSE","FALSE","5.1.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","Check WYSIWG editors are sanitised","FALSE","Todo: Subtask","FALSE","FALSE","5.2.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","Ensure data is sanitised (acceptable characters and length)","FALSE","Todo: Subtask","FALSE","FALSE","5.2.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","SMTP/IMAP Injection","FALSE","Todo: Subtask","FALSE","FALSE","5.2.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","Usage of eval() or similar dynamic code execution functions","FALSE","Todo: Subtask","FALSE","FALSE","5.2.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","Template Injection (Server-Side)","FALSE","Todo: Subtask","FALSE","FALSE","5.2.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","Template Injection (Client-Side)","FALSE","Todo: Subtask","FALSE","FALSE","5.2.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","SSRF","FALSE","Todo: Subtask","FALSE","FALSE","5.2.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","XSS through SVG","FALSE","Todo: Subtask","FALSE","FALSE","5.2.7","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Sanitisation/Sandboxing","Sanitisation/sandboxing of template expression content (e.g. Markdown)","FALSE","Todo: Subtask","FALSE","FALSE","5.2.8","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Output Encoding/Injection Prevention","Should have relevant output encoding for the context (e.g. HTML escaping for user-facing web apps)","FALSE","Todo: Subtask","FALSE","FALSE","5.3.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Output Encoding/Injection Prevention","Unicode issues","FALSE","Todo: Subtask","FALSE","FALSE","5.3.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Output Encoding/Injection Prevention","Stored, reflected and DOM XSS","FALSE","Todo: Subtask","FALSE","FALSE","5.3.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Output Encoding/Injection Prevention","SQL, HRM and NoSQL injection (ORM should be used)","FALSE","Todo: Subtask","FALSE","FALSE","5.3.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Output Encoding/Injection Prevention","SQL, HRM and NoSQL injection (Escaping if ORM not available)","FALSE","Todo: Subtask","FALSE","FALSE","5.3.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Output Encoding/Injection Prevention","JavaScript/JSON Injection (eval, remote JS includes, CSP bypasses and expression evaluation)","FALSE","Todo: Subtask","FALSE","FALSE","5.3.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
